t,x,y
0.093, 140.251, 80.1593
0.094, 141.663, 80.9732
0.095, 143.074, 81.787
0.096, 144.485, 82.6008
0.097, 145.896, 83.4145
0.098, 147.307, 84.2281
0.099, 148.718, 85.0416
0.1, 150.128, 85.8551
0.101, 151.539, 86.6685
0.102, 152.949, 87.4819
0.103, 154.36, 88.2952
0.104, 155.77, 89.1084
0.105, 157.18, 89.9216
0.106, 158.59, 90.7347
0.107, 160, 91.5477
0.108, 161.41, 92.3607
0.109, 162.82, 93.1736
0.11, 164.23, 93.9864
0.111, 165.639, 94.7992
0.112, 167.049, 95.6119
0.113, 168.458, 96.4246
0.114, 169.868, 97.2371
0.115, 171.277, 98.0496
0.116, 172.686, 98.8621
0.117, 174.095, 99.6745
0.118, 175.504, 100.487
0.119, 176.913, 101.299
0.12, 178.321, 102.111
0.121, 179.73, 102.923
0.122, 181.139, 103.735
0.123, 182.547, 104.547
0.124, 183.956, 105.359
0.125, 185.364, 106.171
0.126, 186.772, 106.983
0.127, 188.18, 107.795
0.128, 189.588, 108.606
0.129, 190.996, 109.418
0.13, 192.404, 110.229
0.131, 193.811, 111.041
0.132, 195.219, 111.852
0.133, 196.626, 112.664
0.134, 198.034, 113.475
0.135, 199.441, 114.286
0.136, 200.848, 115.097
0.137, 202.256, 115.908
0.138, 203.663, 116.719
0.139, 205.07, 117.53
0.14, 206.476, 118.341
0.141, 207.883, 119.152
0.142, 209.29, 119.963
0.143, 210.696, 120.773
0.144, 212.103, 121.584
0.145, 213.509, 122.395
0.146, 214.915, 123.205
0.147, 216.321, 124.016
0.148, 217.728, 124.826
0.149, 219.134, 125.636
0.15, 220.539, 126.446
0.151, 221.945, 127.257
0.152, 223.351, 128.067
0.153, 224.756, 128.877
0.154, 226.162, 129.687
0.155, 227.567, 130.497
0.156, 228.973, 131.307
0.157, 230.378, 132.116
0.158, 231.783, 132.926
0.159, 233.188, 133.736
0.16, 234.593, 134.545
0.161, 235.998, 135.355
0.162, 237.402, 136.164
0.163, 238.807, 136.974
0.164, 240.212, 137.783
0.165, 241.616, 138.592
0.166, 243.02, 139.401
0.167, 244.425, 140.211
0.168, 245.829, 141.02
0.169, 247.233, 141.829
0.17, 248.637, 142.638
0.171, 250.041, 143.446
0.172, 251.445, 144.255
0.173, 252.848, 145.064
0.174, 254.252, 145.873
0.175, 255.655, 146.681
0.176, 257.059, 147.49
0.177, 258.462, 148.298
0.178, 259.865, 149.107
0.179, 261.268, 149.915
0.18, 262.671, 150.723
0.181, 264.074, 151.532
0.182, 265.477, 152.34
0.183, 266.88, 153.148
0.184, 268.283, 153.956
0.185, 269.685, 154.764
0.186, 271.088, 155.572
0.187, 272.49, 156.38
0.188, 273.892, 157.187
0.189, 275.294, 157.995
0.19, 276.696, 158.803
0.191, 278.098, 159.61
0.192, 279.5, 160.418
0.193, 280.902, 161.225
0.194, 282.304, 162.033
0.195, 283.705, 162.84
0.196, 285.107, 163.647
0.197, 286.508, 164.455
0.198, 287.91, 165.262
0.199, 289.311, 166.069
0.2, 290.712, 166.876
0.201, 292.113, 167.683
0.202, 293.514, 168.49
0.203, 294.915, 169.296
0.204, 296.316, 170.103
0.205, 297.716, 170.91
0.206, 299.117, 171.717
0.207, 300.517, 172.523
0.208, 301.918, 173.33
0.209, 303.318, 174.136
0.21, 304.718, 174.942
0.211, 306.118, 175.749
0.212, 307.518, 176.555
0.213, 308.918, 177.361
0.214, 310.318, 178.167
0.215, 311.718, 178.973
0.216, 313.117, 179.779
0.217, 314.517, 180.585
0.218, 315.916, 181.391
0.219, 317.316, 182.197
0.22, 318.715, 183.003
0.221, 320.114, 183.808
0.222, 321.513, 184.614
0.223, 322.912, 185.419
0.224, 324.311, 186.225
0.225, 325.71, 187.03
0.226, 327.108, 187.836
0.227, 328.507, 188.641
0.228, 329.905, 189.446
0.229, 331.304, 190.251
0.23, 332.702, 191.056
0.231, 334.1, 191.861
0.232, 335.498, 192.666
0.233, 336.896, 193.471
0.234, 338.294, 194.276
0.235, 339.692, 195.081
0.236, 341.09, 195.886
0.237, 342.488, 196.69
0.238, 343.885, 197.495
0.239, 345.283, 198.299
0.24, 346.68, 199.104
0.241, 348.077, 199.908
0.242, 349.474, 200.712
0.243, 350.872, 201.517
0.244, 352.269, 202.321
0.245, 353.665, 203.125
0.246, 355.062, 203.929
0.247, 356.459, 204.733
0.248, 357.856, 205.537
0.249, 359.252, 206.341
0.25, 360.649, 207.145
0.251, 362.045, 207.948
0.252, 363.441, 208.752
0.253, 364.837, 209.556
0.254, 366.233, 210.359
0.255, 367.629, 211.163
0.256, 369.025, 211.966
0.257, 370.421, 212.77
0.258, 371.817, 213.573
0.259, 373.212, 214.376
0.26, 374.608, 215.179
0.261, 376.003, 215.983
0.262, 377.399, 216.786
0.263, 378.794, 217.589
0.264, 380.189, 218.391
0.265, 381.584, 219.194
0.266, 382.979, 219.997
0.267, 384.374, 220.8
0.268, 385.768, 221.603
0.269, 387.163, 222.405
0.27, 388.558, 223.208
0.271, 389.952, 224.01
0.272, 391.347, 224.813
0.273, 392.741, 225.615
0.274, 394.135, 226.417
0.275, 395.529, 227.22
0.276, 396.923, 228.022
0.277, 398.317, 228.824
0.278, 399.711, 229.626
0.279, 401.105, 230.428
0.28, 402.498, 231.23
0.281, 403.892, 232.032
0.282, 405.285, 232.833
0.283, 406.679, 233.635
0.284, 408.072, 234.437
0.285, 409.465, 235.238
0.286, 410.858, 236.04
0.287, 412.251, 236.841
0.288, 413.644, 237.643
0.289, 415.037, 238.444
0.29, 416.43, 239.245
0.291, 417.822, 240.047
0.292, 419.215, 240.848
0.293, 420.607, 241.649
0.294, 422, 242.45
0.295, 423.392, 243.251
0.296, 424.784, 244.052
0.297, 426.176, 244.853
0.298, 427.568, 245.653
0.299, 428.96, 246.454
0.3, 430.352, 247.255
0.301, 431.743, 248.055
0.302, 433.135, 248.856
0.303, 434.526, 249.656
0.304, 435.918, 250.457
0.305, 437.309, 251.257
0.306, 438.7, 252.057
0.307, 440.092, 252.858
0.308, 441.483, 253.658
0.309, 442.874, 254.458
0.31, 444.264, 255.258
0.311, 445.655, 256.058
0.312, 447.046, 256.858
0.313, 448.437, 257.657
0.314, 449.827, 258.457
0.315, 451.217, 259.257
0.316, 452.608, 260.057
0.317, 453.998, 260.856
0.318, 455.388, 261.656
0.319, 456.778, 262.455
0.32, 458.168, 263.255
0.321, 459.558, 264.054
0.322, 460.948, 264.853
0.323, 462.337, 265.652
0.324, 463.727, 266.452
0.325, 465.116, 267.251
0.326, 466.506, 268.05
0.327, 467.895, 268.849
0.328, 469.284, 269.647
0.329, 470.673, 270.446
0.33, 472.062, 271.245
0.331, 473.451, 272.044
0.332, 474.84, 272.842
0.333, 476.229, 273.641
0.334, 477.618, 274.44
0.335, 479.006, 275.238
0.336, 480.395, 276.036
0.337, 481.783, 276.835
0.338, 483.171, 277.633
0.339, 484.56, 278.431
0.34, 485.948, 279.229
0.341, 487.336, 280.027
0.342, 488.724, 280.825
0.343, 490.111, 281.623
0.344, 491.499, 282.421
0.345, 492.887, 283.219
0.346, 494.274, 284.017
0.347, 495.662, 284.815
0.348, 497.049, 285.612
0.349, 498.437, 286.41
0.35, 499.824, 287.207
0.351, 501.211, 288.005
0.352, 502.598, 288.802
0.353, 503.985, 289.599
0.354, 505.372, 290.397
0.355, 506.758, 291.194
0.356, 508.145, 291.991
0.357, 509.532, 292.788
0.358, 510.918, 293.585
0.359, 512.304, 294.382
0.36, 513.691, 295.179
0.361, 515.077, 295.976
0.362, 516.463, 296.773
0.363, 517.849, 297.569
0.364, 519.235, 298.366
0.365, 520.621, 299.163
0.366, 522.006, 299.959
0.367, 523.392, 300.756
0.368, 524.778, 301.552
0.369, 526.163, 302.348
0.37, 527.548, 303.145
0.371, 528.934, 303.941
0.372, 530.319, 304.737
0.373, 531.704, 305.533
0.374, 533.089, 306.329
0.375, 534.474, 307.125
0.376, 535.859, 307.921
0.377, 537.243, 308.717
0.378, 538.628, 309.513
0.379, 540.013, 310.308
0.38, 541.397, 311.104
0.381, 542.781, 311.899
0.382, 544.166, 312.695
0.383, 545.55, 313.49
0.384, 546.934, 314.286
0.385, 548.318, 315.081
0.386, 549.702, 315.877
0.387, 551.086, 316.672
0.388, 552.469, 317.467
0.389, 553.853, 318.262
0.39, 555.237, 319.057
0.391, 556.62, 319.852
0.392, 558.004, 320.647
0.393, 559.387, 321.442
0.394, 560.77, 322.237
0.395, 562.153, 323.031
0.396, 563.536, 323.826
0.397, 564.919, 324.621
0.398, 566.302, 325.415
0.399, 567.685, 326.21
0.4, 569.067, 327.004
0.401, 570.45, 327.798
0.402, 571.832, 328.593
0.403, 573.215, 329.387
0.404, 574.597, 330.181
0.405, 575.979, 330.975
0.406, 577.361, 331.769
0.407, 578.743, 332.563
0.408, 580.125, 333.357
0.409, 581.507, 334.151
0.41, 582.889, 334.945
0.411, 584.27, 335.738
0.412, 585.652, 336.532
0.413, 587.033, 337.326
0.414, 588.415, 338.119
0.415, 589.796, 338.913
0.416, 591.177, 339.706
0.417, 592.558, 340.5
0.418, 593.939, 341.293
0.419, 595.32, 342.086
0.42, 596.701, 342.879
0.421, 598.082, 343.672
0.422, 599.463, 344.465
0.423, 600.843, 345.258
0.424, 602.224, 346.051
0.425, 603.604, 346.844
0.426, 604.984, 347.637
0.427, 606.365, 348.43
0.428, 607.745, 349.223
0.429, 609.125, 350.015
0.43, 610.505, 350.808
0.431, 611.884, 351.6
0.432, 613.264, 352.393
0.433, 614.644, 353.185
0.434, 616.023, 353.977
0.435, 617.403, 354.77
0.436, 618.782, 355.562
0.437, 620.162, 356.354
0.438, 621.541, 357.146
0.439, 622.92, 357.938
0.44, 624.299, 358.73
0.441, 625.678, 359.522
0.442, 627.057, 360.314
0.443, 628.436, 361.105
0.444, 629.814, 361.897
0.445, 631.193, 362.689
0.446, 632.571, 363.48
0.447, 633.95, 364.272
0.448, 635.328, 365.063
0.449, 636.706, 365.855
0.45, 638.085, 366.646
0.451, 639.463, 367.437
0.452, 640.841, 368.229
0.453, 642.218, 369.02
0.454, 643.596, 369.811
0.455, 644.974, 370.602
0.456, 646.352, 371.393
0.457, 647.729, 372.184
0.458, 649.106, 372.975
0.459, 650.484, 373.765
0.46, 651.861, 374.556
0.461, 653.238, 375.347
0.462, 654.615, 376.137
0.463, 655.992, 376.928
0.464, 657.369, 377.718
0.465, 658.746, 378.509
0.466, 660.123, 379.299
0.467, 661.499, 380.09
0.468, 662.876, 380.88
0.469, 664.252, 381.67
0.47, 665.629, 382.46
0.471, 667.005, 383.25
0.472, 668.381, 384.04
0.473, 669.757, 384.83
0.474, 671.133, 385.62
0.475, 672.509, 386.41
0.476, 673.885, 387.2
0.477, 675.261, 387.989
0.478, 676.636, 388.779
0.479, 678.012, 389.568
0.48, 679.387, 390.358
0.481, 680.763, 391.147
0.482, 682.138, 391.937
0.483, 683.513, 392.726
0.484, 684.888, 393.515
0.485, 686.263, 394.305
0.486, 687.638, 395.094
0.487, 689.013, 395.883
0.488, 690.388, 396.672
0.489, 691.763, 397.461
0.49, 693.137, 398.25
0.491, 694.512, 399.038
0.492, 695.886, 399.827
0.493, 697.26, 400.616
0.494, 698.635, 401.405
0.495, 700.009, 402.193
0.496, 701.383, 402.982
0.497, 702.757, 403.77
0.498, 704.131, 404.559
0.499, 705.504, 405.347
0.5, 706.878, 406.135
0.501, 708.252, 406.924
0.502, 709.625, 407.712
0.503, 710.999, 408.5
0.504, 712.372, 409.288
0.505, 713.745, 410.076
0.506, 715.118, 410.864
0.507, 716.491, 411.652
0.508, 717.864, 412.439
0.509, 719.237, 413.227
0.51, 720.61, 414.015
0.511, 721.983, 414.803
0.512, 723.355, 415.59
0.513, 724.728, 416.378
0.514, 726.1, 417.165
0.515, 727.473, 417.952
0.516, 728.845, 418.74
0.517, 730.217, 419.527
0.518, 731.589, 420.314
0.519, 732.961, 421.101
0.52, 734.333, 421.888
0.521, 735.705, 422.675
0.522, 737.077, 423.462
0.523, 738.449, 424.249
0.524, 739.82, 425.036
0.525, 741.192, 425.823
0.526, 742.563, 426.61
0.527, 743.934, 427.396
0.528, 745.306, 428.183
0.529, 746.677, 428.969
0.53, 748.048, 429.756
0.531, 749.419, 430.542
0.532, 750.79, 431.329
0.533, 752.16, 432.115
0.534, 753.531, 432.901
0.535, 754.902, 433.687
0.536, 756.272, 434.474
0.537, 757.643, 435.26
0.538, 759.013, 436.046
0.539, 760.383, 436.832
0.54, 761.753, 437.617
0.541, 763.123, 438.403
0.542, 764.493, 439.189
0.543, 765.863, 439.975
0.544, 767.233, 440.76
0.545, 768.603, 441.546
0.546, 769.972, 442.331
0.547, 771.342, 443.117
0.548, 772.711, 443.902
0.549, 774.081, 444.688
0.55, 775.45, 445.473
0.551, 776.819, 446.258
0.552, 778.188, 447.043
0.553, 779.557, 447.828
0.554, 780.926, 448.613
0.555, 782.295, 449.398
0.556, 783.664, 450.183
0.557, 785.033, 450.968
0.558, 786.401, 451.753
0.559, 787.77, 452.538
0.56, 789.138, 453.322
0.561, 790.507, 454.107
0.562, 791.875, 454.891
0.563, 793.243, 455.676
0.564, 794.611, 456.46
0.565, 795.979, 457.245
0.566, 797.347, 458.029
0.567, 798.715, 458.813
0.568, 800.082, 459.598
0.569, 801.45, 460.382
0.57, 802.817, 461.166
0.571, 804.185, 461.95
0.572, 805.552, 462.734
0.573, 806.92, 463.518
0.574, 808.287, 464.301
0.575, 809.654, 465.085
0.576, 811.021, 465.869
0.577, 812.388, 466.653
0.578, 813.755, 467.436
0.579, 815.121, 468.22
0.58, 816.488, 469.003
0.581, 817.855, 469.787
0.582, 819.221, 470.57
0.583, 820.587, 471.353
0.584, 821.954, 472.137
0.585, 823.32, 472.92
0.586, 824.686, 473.703
0.587, 826.052, 474.486
0.588, 827.418, 475.269
0.589, 828.784, 476.052
0.59, 830.15, 476.835
0.591, 831.516, 477.618
0.592, 832.881, 478.4
0.593, 834.247, 479.183
0.594, 835.612, 479.966
0.595, 836.978, 480.748
0.596, 838.343, 481.531
0.597, 839.708, 482.313
0.598, 841.073, 483.096
0.599, 842.438, 483.878
0.6, 843.803, 484.66
0.601, 845.168, 485.442
0.602, 846.533, 486.225
0.603, 847.897, 487.007
0.604, 849.262, 487.789
0.605, 850.626, 488.571
0.606, 851.991, 489.353
0.607, 853.355, 490.135
0.608, 854.719, 490.916
0.609, 856.083, 491.698
0.61, 857.447, 492.48
0.611, 858.811, 493.261
0.612, 860.175, 494.043
0.613, 861.539, 494.824
0.614, 862.903, 495.606
0.615, 864.266, 496.387
0.616, 865.63, 497.169
0.617, 866.993, 497.95
0.618, 868.357, 498.731
0.619, 869.72, 499.512
0.62, 871.083, 500.293
0.621, 872.446, 501.074
0.622, 873.809, 501.855
0.623, 875.172, 502.636
0.624, 876.535, 503.417
0.625, 877.898, 504.198
0.626, 879.261, 504.979
0.627, 880.623, 505.759
0.628, 881.986, 506.54
0.629, 883.348, 507.321
0.63, 884.71, 508.101
0.631, 886.073, 508.882
0.632, 887.435, 509.662
0.633, 888.797, 510.442
0.634, 890.159, 511.222
0.635, 891.521, 512.003
0.636, 892.883, 512.783
0.637, 894.244, 513.563
0.638, 895.606, 514.343
0.639, 896.968, 515.123
0.64, 898.329, 515.903
0.641, 899.69, 516.683
0.642, 901.052, 517.462
0.643, 902.413, 518.242
0.644, 903.774, 519.022
0.645, 905.135, 519.801
0.646, 906.496, 520.581
0.647, 907.857, 521.361
0.648, 909.218, 522.14
0.649, 910.578, 522.919
0.65, 911.939, 523.699
0.651, 913.299, 524.478
0.652, 914.66, 525.257
0.653, 916.02, 526.036
0.654, 917.381, 526.815
0.655, 918.741, 527.594
0.656, 920.101, 528.373
0.657, 921.461, 529.152
0.658, 922.821, 529.931
0.659, 924.181, 530.71
0.66, 925.54, 531.489
0.661, 926.9, 532.267
0.662, 928.26, 533.046
0.663, 929.619, 533.824
0.664, 930.978, 534.603
0.665, 932.338, 535.381
0.666, 933.697, 536.16
0.667, 935.056, 536.938
0.668, 936.415, 537.716
0.669, 937.774, 538.495
0.67, 939.133, 539.273
0.671, 940.492, 540.051
0.672, 941.851, 540.829
0.673, 943.209, 541.607
0.674, 944.568, 542.385
0.675, 945.926, 543.163
0.676, 947.285, 543.94
0.677, 948.643, 544.718
0.678, 950.001, 545.496
0.679, 951.359, 546.273
0.68, 952.717, 547.051
0.681, 954.075, 547.828
0.682, 955.433, 548.606
0.683, 956.791, 549.383
0.684, 958.149, 550.161
0.685, 959.506, 550.938
0.686, 960.864, 551.715
0.687, 962.221, 552.492
0.688, 963.579, 553.269
0.689, 964.936, 554.046
0.69, 966.293, 554.823
0.691, 967.65, 555.6
0.692, 969.007, 556.377
0.693, 970.364, 557.154
0.694, 971.721, 557.931
0.695, 973.078, 558.707
0.696, 974.434, 559.484
0.697, 975.791, 560.26
0.698, 977.147, 561.037
0.699, 978.504, 561.813
0.7, 979.86, 562.59
0.701, 981.216, 563.366
0.702, 982.573, 564.142
0.703, 983.929, 564.918
0.704, 985.285, 565.695
0.705, 986.641, 566.471
0.706, 987.996, 567.247
0.707, 989.352, 568.023
0.708, 990.708, 568.799
0.709, 992.063, 569.575
0.71, 993.419, 570.35
0.711, 994.774, 571.126
0.712, 996.13, 571.902
0.713, 997.485, 572.677
0.714, 998.84, 573.453
0.715, 1000.2, 574.228
0.716, 1001.55, 575.004
0.717, 1002.9, 575.779
0.718, 1004.26, 576.555
0.719, 1005.61, 577.33
0.72, 1006.97, 578.105
0.721, 1008.32, 578.88
0.722, 1009.68, 579.655
0.723, 1011.03, 580.43
0.724, 1012.39, 581.205
0.725, 1013.74, 581.98
0.726, 1015.1, 582.755
0.727, 1016.45, 583.53
0.728, 1017.8, 584.305
0.729, 1019.16, 585.079
0.73, 1020.51, 585.854
0.731, 1021.86, 586.629
0.732, 1023.22, 587.403
0.733, 1024.57, 588.178
0.734, 1025.93, 588.952
0.735, 1027.28, 589.726
0.736, 1028.63, 590.501
0.737, 1029.98, 591.275
0.738, 1031.34, 592.049
0.739, 1032.69, 592.823
0.74, 1034.04, 593.597
0.741, 1035.4, 594.371
0.742, 1036.75, 595.145
0.743, 1038.1, 595.919
0.744, 1039.46, 596.693
0.745, 1040.81, 597.467
0.746, 1042.16, 598.24
0.747, 1043.51, 599.014
0.748, 1044.86, 599.788
0.749, 1046.22, 600.561
0.75, 1047.57, 601.335
0.751, 1048.92, 602.108
0.752, 1050.27, 602.881
0.753, 1051.62, 603.655
0.754, 1052.98, 604.428
0.755, 1054.33, 605.201
0.756, 1055.68, 605.974
0.757, 1057.03, 606.747
0.758, 1058.38, 607.52
0.759, 1059.73, 608.293
0.76, 1061.09, 609.066
0.761, 1062.44, 609.839
0.762, 1063.79, 610.612
0.763, 1065.14, 611.384
0.764, 1066.49, 612.157
0.765, 1067.84, 612.93
0.766, 1069.19, 613.702
0.767, 1070.54, 614.475
0.768, 1071.89, 615.247
0.769, 1073.24, 616.019
0.77, 1074.59, 616.792
0.771, 1075.94, 617.564
0.772, 1077.29, 618.336
0.773, 1078.64, 619.108
0.774, 1079.99, 619.88
0.775, 1081.34, 620.653
0.776, 1082.69, 621.424
0.777, 1084.04, 622.196
0.778, 1085.39, 622.968
0.779, 1086.74, 623.74
0.78, 1088.09, 624.512
0.781, 1089.44, 625.283
0.782, 1090.79, 626.055
0.783, 1092.14, 626.827
0.784, 1093.49, 627.598
0.785, 1094.84, 628.37
0.786, 1096.19, 629.141
0.787, 1097.54, 629.912
0.788, 1098.89, 630.684
0.789, 1100.24, 631.455
0.79, 1101.58, 632.226
0.791, 1102.93, 632.997
0.792, 1104.28, 633.768
0.793, 1105.63, 634.539
0.794, 1106.98, 635.31
0.795, 1108.33, 636.081
0.796, 1109.68, 636.852
0.797, 1111.02, 637.623
0.798, 1112.37, 638.393
0.799, 1113.72, 639.164
0.8, 1115.07, 639.934
0.801, 1116.42, 640.705
0.802, 1117.76, 641.475
0.803, 1119.11, 642.246
0.804, 1120.46, 643.016
0.805, 1121.81, 643.787
0.806, 1123.15, 644.557
0.807, 1124.5, 645.327
0.808, 1125.85, 646.097
0.809, 1127.19, 646.867
0.81, 1128.54, 647.637
0.811, 1129.89, 648.407
0.812, 1131.24, 649.177
0.813, 1132.58, 649.947
0.814, 1133.93, 650.717
0.815, 1135.28, 651.486
0.816, 1136.62, 652.256
0.817, 1137.97, 653.026
0.818, 1139.32, 653.795
0.819, 1140.66, 654.565
0.82, 1142.01, 655.334
0.821, 1143.35, 656.104
0.822, 1144.7, 656.873
0.823, 1146.05, 657.642
0.824, 1147.39, 658.411
0.825, 1148.74, 659.181
0.826, 1150.08, 659.95
0.827, 1151.43, 660.719
0.828, 1152.78, 661.488
0.829, 1154.12, 662.257
0.83, 1155.47, 663.025
0.831, 1156.81, 663.794
0.832, 1158.16, 664.563
0.833, 1159.5, 665.332
0.834, 1160.85, 666.1
0.835, 1162.19, 666.869
0.836, 1163.54, 667.637
0.837, 1164.88, 668.406
0.838, 1166.23, 669.174
0.839, 1167.57, 669.943
0.84, 1168.92, 670.711
0.841, 1170.26, 671.479
0.842, 1171.6, 672.247
0.843, 1172.95, 673.016
0.844, 1174.29, 673.784
0.845, 1175.64, 674.552
0.846, 1176.98, 675.32
0.847, 1178.33, 676.088
0.848, 1179.67, 676.855
0.849, 1181.01, 677.623
0.85, 1182.36, 678.391
0.851, 1183.7, 679.159
0.852, 1185.04, 679.926
0.853, 1186.39, 680.694
0.854, 1187.73, 681.461
0.855, 1189.07, 682.229
0.856, 1190.42, 682.996
0.857, 1191.76, 683.763
0.858, 1193.1, 684.531
0.859, 1194.45, 685.298
0.86, 1195.79, 686.065
0.861, 1197.13, 686.832
0.862, 1198.48, 687.599
0.863, 1199.82, 688.366
0.864, 1201.16, 689.133
0.865, 1202.5, 689.9
0.866, 1203.85, 690.667
0.867, 1205.19, 691.434
0.868, 1206.53, 692.2
0.869, 1207.87, 692.967
0.87, 1209.22, 693.733
0.871, 1210.56, 694.5
0.872, 1211.9, 695.267
0.873, 1213.24, 696.033
0.874, 1214.58, 696.799
0.875, 1215.92, 697.566
0.876, 1217.27, 698.332
0.877, 1218.61, 699.098
0.878, 1219.95, 699.864
0.879, 1221.29, 700.63
0.88, 1222.63, 701.396
0.881, 1223.97, 702.162
0.882, 1225.31, 702.928
0.883, 1226.66, 703.694
0.884, 1228, 704.46
0.885, 1229.34, 705.226
0.886, 1230.68, 705.991
0.887, 1232.02, 706.757
0.888, 1233.36, 707.522
0.889, 1234.7, 708.288
0.89, 1236.04, 709.053
0.891, 1237.38, 709.819
0.892, 1238.72, 710.584
0.893, 1240.06, 711.349
0.894, 1241.4, 712.115
0.895, 1242.74, 712.88
0.896, 1244.08, 713.645
0.897, 1245.42, 714.41
0.898, 1246.76, 715.175
0.899, 1248.1, 715.94
0.9, 1249.44, 716.705
0.901, 1250.78, 717.47
0.902, 1252.12, 718.235
0.903, 1253.46, 718.999
0.904, 1254.8, 719.764
0.905, 1256.14, 720.529
0.906, 1257.48, 721.293
0.907, 1258.82, 722.058
0.908, 1260.16, 722.822
0.909, 1261.49, 723.586
0.91, 1262.83, 724.351
0.911, 1264.17, 725.115
0.912, 1265.51, 725.879
0.913, 1266.85, 726.643
0.914, 1268.19, 727.408
0.915, 1269.53, 728.172
0.916, 1270.86, 728.936
0.917, 1272.2, 729.7
0.918, 1273.54, 730.463
0.919, 1274.88, 731.227
0.92, 1276.22, 731.991
0.921, 1277.56, 732.755
0.922, 1278.89, 733.518
0.923, 1280.23, 734.282
0.924, 1281.57, 735.046
0.925, 1282.91, 735.809
0.926, 1284.24, 736.572
0.927, 1285.58, 737.336
0.928, 1286.92, 738.099
0.929, 1288.26, 738.862
0.93, 1289.59, 739.626
0.931, 1290.93, 740.389
0.932, 1292.27, 741.152
0.933, 1293.6, 741.915
0.934, 1294.94, 742.678
0.935, 1296.28, 743.441
0.936, 1297.62, 744.204
0.937, 1298.95, 744.966
0.938, 1300.29, 745.729
0.939, 1301.62, 746.492
0.94, 1302.96, 747.255
0.941, 1304.3, 748.017
0.942, 1305.63, 748.78
0.943, 1306.97, 749.542
0.944, 1308.31, 750.305
0.945, 1309.64, 751.067
0.946, 1310.98, 751.829
0.947, 1312.31, 752.592
0.948, 1313.65, 753.354
0.949, 1314.99, 754.116
0.95, 1316.32, 754.878
0.951, 1317.66, 755.64
0.952, 1318.99, 756.402
0.953, 1320.33, 757.164
0.954, 1321.66, 757.926
0.955, 1323, 758.688
0.956, 1324.33, 759.449
0.957, 1325.67, 760.211
0.958, 1327, 760.973
0.959, 1328.34, 761.734
0.96, 1329.67, 762.496
0.961, 1331.01, 763.257
0.962, 1332.34, 764.019
0.963, 1333.68, 764.78
0.964, 1335.01, 765.541
0.965, 1336.35, 766.303
0.966, 1337.68, 767.064
0.967, 1339.01, 767.825
0.968, 1340.35, 768.586
0.969, 1341.68, 769.347
